first_name,last_name,date_of_birth,sender_card_number,receiver_cc_number,transaction_amount,transaction_date,is_fraud
Lauren Curry,Mark Salazar,1984-11-10,2240683753465227,2221070580957399,27000.80,2022-10-30 16:47:51,0
Susan Wilkerson,Brittany Hale,1946-05-22,2350636382553298,2263439429098310,81460.59,2022-01-23 23:51:50,0
Catherine Bryant,Michael Fuller,1959-05-07,2704164132358408,2507917790531619,57590.48,2022-04-17 19:18:27,0
Emily Vance,Sarah Garrett,1971-01-04,2705012625074421,2236685356483347,57389.54,2022-04-09 07:41:10,0
Thomas Richardson,Heather Rios,1909-02-07,2255752225768112,2701572108532355,89970.04,2022-04-05 16:03:19,0
Roger Nash,Tiffany Moreno,1980-03-20,5123105430684553,2249893123991015,88139.78,2022-11-15 18:37:04,0
Robert Payne,Ashley Reid,1958-05-26,2343852704342415,2347579562052382,48606.29,2022-10-02 11:05:20,0
Emma Palmer,Megan Torres,1930-08-13,2241028911633465,2703311244678584,38633.65,2022-04-18 20:56:47,0
William Mitchell,Brittany Henry,1914-04-06,2294811237602918,5100420511530758,72605.33,2022-06-04 23:47:01,0
Jeffrey Miller,Erik Saunders,1973-04-11,2224230800336694,2720214742316708,60041.30,2022-02-24 20:18:15,0
Kimberly Black,Maria Williams,2018-09-03,2631095381093254,5203758302056863,75505.35,2022-03-30 14:20:31,0
Judy Daniels,Mr. Jonathan Clark,1951-09-24,2225737128368760,5352839200747156,65229.01,2022-08-25 09:44:04,0
Stephanie Martin,Robert Smith,1968-07-30,2269671363085747,2273835372583257,78341.24,2022-07-15 12:50:35,0
Mary Richardson,Tammy Phillips,1979-02-19,2475131427503342,5494028281223258,92828.94,2022-03-17 22:41:07,0
Stuart Lopez,John Jimenez,1993-03-07,2223167282194046,2242953658984020,136.47,2022-07-10 04:15:00,0
Nicholas Perez,Amanda Erickson,1946-01-05,2237128109778035,2636517007662811,83749.10,2022-11-21 00:50:42,0
Steven White,Richard Anderson,1921-04-24,5401193956324047,2297539089250141,7876.09,2022-03-08 00:57:54,0
Sierra Hall,Joshua Potter,1998-10-15,2229794365157006,5398638705451538,36260.38,2022-01-19 01:11:03,0
Alexandra Jensen,Tonya Ball,1947-11-04,2241761239109210,2257254314074914,77541.83,2022-07-02 20:07:33,0
Rodney Warren,James Jackson DDS,1948-10-30,2488266442515361,2290173491986600,58725.52,2022-03-22 04:37:05,0
Charles Gilbert,Melody Murphy,1925-01-21,2718353211722006,5275125282532706,14964.95,2022-11-04 03:44:04,0
Bradley Parks,Joshua White,1967-04-26,5466127659757287,2707449398345687,30989.23,2022-09-09 20:37:49,0
James Alvarez,Anna Davies,1948-06-26,2713682176370483,2294477357463596,5545.49,2022-11-05 00:12:53,0
Karen Alvarado,Lisa Williams,1964-07-21,5491212691119149,2264152072248939,58463.59,2022-09-07 22:23:31,0
Tracy Taylor,Suzanne Kennedy,1988-02-29,2260158726890541,2253891075269151,70791.00,2022-06-07 19:50:44,0
Jacob Barnes,Katie Miller,1909-06-25,2230313605912224,2262071746242023,8565.06,2022-06-24 05:44:03,0
Shane Steele,Brandon Rios,1975-02-28,2619740009287061,2287176887183646,30354.67,2022-01-21 09:18:32,0
Lori Gonzalez,Denise Grant,1930-06-15,5230253136408420,2243787796093396,21551.25,2022-06-21 03:33:28,0
Kristin Stevenson,Erica Griffith,1916-10-19,5141619462047453,5344930622369660,47052.39,2022-01-23 16:26:38,0
Susan Sandoval MD,Shelby Gibson,1961-09-24,2296987467902364,2277925480428861,88204.54,2022-05-30 07:03:26,0
Ryan Fitzpatrick,Hannah Pope,2014-10-19,2242628556660357,2281756588010051,16304.82,2022-08-14 15:02:15,0
David Glenn,Stacey Perez,1916-05-10,5567853840980227,2236081912985290,25534.34,2022-07-16 00:49:47,0
Jessica Johnson,Janet Guerrero,1937-08-19,2704787395614537,2222409897003894,66469.43,2022-05-07 10:29:04,0
Shelley Chapman,Isaiah Tucker,1934-08-18,2720244672432647,2239091867574897,89164.23,2022-09-19 02:55:56,0
Michael Elliott,Christopher Zhang,1926-11-13,5510567726646318,5232862665443133,1162.47,2022-09-03 17:57:47,0
Michelle Thompson,Susan Hall,2022-09-06,2712383884274841,2270415146984363,71466.75,2022-02-06 23:10:19,0
Maurice Bullock,Julie Jensen,1962-07-19,5428995660994868,2712327044927152,43158.80,2022-05-25 21:04:07,0
Ryan Smith,Jessica Woods,1968-03-08,2264702166062123,2414606071622591,89799.96,2022-04-16 06:26:04,0
Michael Lam,Brian Powers,1981-08-02,2221033122664725,2551255954280151,73844.51,2022-04-14 08:23:46,0
Justin Woodard,Marcus Lawrence,1977-12-12,2720669515017009,2537063809914233,64939.45,2022-05-22 07:25:57,0
Brittany Webb,Brittany Morrow,1922-06-25,2716668211288217,5326234323038100,67326.69,2022-04-21 20:12:19,0
Maria Wall,David Summers,1956-12-27,5581355448522759,2224178115292963,84053.08,2022-03-18 19:29:43,0
Melissa Galloway,Brandon Shea,2014-12-09,5189695072812877,2255466006987953,92154.50,2022-03-22 02:52:53,0
Dr. Marissa Adams,Valerie Burch,1944-09-24,2292828243695779,2534197743711934,95498.14,2022-05-12 13:00:30,0
Angela Garza,Shelly Thomas,1979-04-15,2228420534349149,5562917172877189,9135.65,2022-01-05 12:58:23,0
Larry Holt,Heather Robinson,1933-01-29,2720046192529137,5502788338049325,6814.39,2022-01-04 22:08:20,0
Justin Welch,Lisa Salazar,1969-08-20,2442862184344849,2720314080771694,5344.21,2022-09-09 01:03:57,0
Peter Edwards,Kyle Jones,1926-05-08,2277315023472263,5233464232434809,45199.51,2022-11-18 12:04:51,0
Jennifer Thompson,Alexander Merritt,1921-06-14,2299964680692475,2248002476621812,61657.08,2022-02-05 01:00:28,0
Stacey Brown,Allison Jones,1979-08-04,2621508669300698,2229362607144164,81600.85,2022-03-16 16:16:53,0
Scott Spencer,Veronica Lawrence,1951-12-08,2293702434913508,5594202981288965,74569.20,2022-02-19 19:08:25,0
Kimberly Cooley,Benjamin Conner,1930-04-20,5360419697128986,2309101954346664,244.48,2022-03-28 16:10:35,0
Jeremy Thornton,Richard Young,1998-03-23,2705948462708151,2645987422252457,36967.23,2022-10-04 18:24:23,0
Jonathan Lopez,Andrew Zhang,2005-05-05,5436951598118344,2706585679663834,31914.94,2022-11-09 05:45:24,0
Kelly Hall,Debra Burns,2004-03-07,5309137990579655,2387651400635818,16195.64,2022-05-03 18:10:54,0
Angela Phelps,Richard Duncan,1913-10-28,2487131290150201,2250501071900666,48916.64,2022-08-31 18:39:24,0
Emily Martinez,David Beck,2019-03-18,2701595980835885,2260885441154221,67233.64,2022-05-17 09:41:29,0
Heather Brown,Dawn Riley,1979-12-15,2250144123386608,5301412001016742,83820.21,2022-06-14 10:29:27,0
Alice Chapman,Christopher Cunningham,1961-12-13,2291176177228907,2294403792628619,47587.88,2022-03-12 06:38:01,0
Robert Franklin,Ruth Evans,1933-05-22,2547592966606354,2420181377075672,44523.08,2022-09-25 22:21:02,0
Cameron Zimmerman,Ryan Underwood,2002-07-04,5488040652970068,5308614520051075,84561.85,2022-09-15 12:57:55,0
Jennifer Cruz,Michelle Wright,1990-03-14,2287280471603066,5272181351903800,26688.43,2022-04-07 20:28:47,0
Elizabeth Frank,Katie Jones,2001-04-26,2712460442999893,2256227711304242,93125.24,2022-10-13 23:57:27,0
Jose Gregory,Judy Hale,1911-04-10,2404968328769282,2706667465326741,69140.24,2022-05-25 07:07:52,0
Jason Schmidt,Mark Bell,2004-09-13,2555017746528081,2267180791635869,85577.72,2022-11-17 19:06:17,0
Katie Mendez,David Kelly,1994-05-16,2630011685476013,2250590332715518,55235.58,2022-03-19 08:51:15,0
Richard Case,Jessica Braun,1994-12-30,2236548796278166,2437910612947373,1794.40,2022-03-27 03:28:46,0
Jessica Wyatt,Tracie Perez,2008-06-11,2295228832407818,2256867157533851,40910.35,2022-05-16 22:29:44,0
Kristine Harris,Sara Burton,1916-03-02,5356716239801194,2560622939442157,71883.41,2022-07-17 22:22:08,0
Colleen Roberts,Holly Freeman,2006-10-11,2720983588359598,2241768636655000,27608.75,2022-02-06 13:20:04,0
Erin Harrington MD,Natasha Freeman,2001-05-03,2382311175151047,2666802340726363,8352.93,2022-02-28 01:02:25,0
Timothy Myers,Mark Clark,2005-06-16,5485179849448241,5468077912991249,85519.16,2022-07-20 19:51:49,0
Gina Mason,Erin Mccoy,1962-02-22,5455116719617667,2569080516062651,64418.87,2022-01-08 19:29:49,0
Courtney Ford,Miss Jessica Chandler,2015-01-11,5547636767552466,2281722140172607,18952.09,2022-04-30 23:19:03,0
Brittany Hawkins,Michael Bailey,1941-07-07,2720984693033276,2291745238456556,16346.83,2022-04-15 20:05:58,0
Jillian Benson,Jason Zhang,2016-03-21,2331633616440644,2292908553150605,46264.05,2022-07-09 19:52:56,0
Roy Spears,John Moore,2022-11-13,2296401910230902,2321610626326833,20393.92,2022-10-29 20:36:32,1
Eduardo Lee,John Mills,2022-03-28,2611250929175410,2552799474510695,67990.81,2022-08-11 17:56:32,0
Christina Cooper,Garrett Garcia,2007-05-20,2703944667798370,2277383489202434,24108.93,2022-03-04 12:24:07,0
Ryan Mills,James Wilson,1919-10-04,5195830070422088,5497674342394336,18874.58,2022-05-31 22:08:49,0
Melissa Espinoza,Robert Williams,1957-03-19,2269065071104249,2461151133472877,42237.27,2022-07-04 07:07:54,0
Mrs. Anna White,Kristin Garcia,1953-12-17,2254919555155522,2245187547096673,78896.32,2022-02-03 08:02:12,0
Joel Hanson,Shelley Smith,1908-11-07,2225124828580715,5180028311224077,86853.54,2022-08-19 04:00:32,0
Mrs. Samantha Ford,Brian Mcdonald,1998-06-08,2284933493099506,2292801720552185,91678.62,2022-09-05 14:28:20,0
William Tanner,Tyler Hunt,1911-11-07,5335879522792227,2272618838400873,18798.15,2022-09-14 12:20:05,0
Margaret Alvarez,Joshua James,1985-01-13,2298133710491719,2712574721937604,28164.28,2022-02-14 01:33:17,0
Mark Jones,Brenda Morales,1936-04-13,2667197613481773,5462544163136606,45677.06,2022-02-01 14:15:59,0
Ashley Schaefer,Beth Cooper,1912-01-06,2628905216233914,5101128902626825,38532.49,2022-07-16 20:46:01,0
Angela Watson,Margaret Rogers,2000-09-11,2255677758454634,5499046065084238,7021.25,2022-05-10 22:29:36,0
Melinda Fitzpatrick,Alexandra Hawkins,1909-01-05,2720570199606044,5333544194453100,39047.04,2022-08-11 21:00:23,0
Dr. Matthew Woods,Charles Nash,1967-10-14,2266056562134830,2715808365347606,46300.71,2022-03-01 00:20:52,0
Olivia Diaz,Samuel Goodman,1913-05-13,2577546702010969,2713811792817466,53370.34,2022-10-16 21:56:24,0
Kimberly Green,Patrick Young,1961-04-06,2240701099578113,2711512762066884,88803.27,2022-03-10 01:57:00,0
Jason Neal,Charles Goodwin,1914-11-29,2655807666851433,5103691964202171,58052.63,2022-05-25 22:53:16,0
Adrienne Henry,David Mason,1937-10-27,2677997233310486,2297426485045897,14030.95,2022-08-11 08:35:09,0
Whitney Wilson,Jeanette Anthony,1922-06-09,5316204817085141,2675814306374020,52587.27,2022-02-22 03:43:27,0
Glen Baker,Mr. Travis Harris,2005-01-12,2251336638874511,5197447104671735,85865.82,2022-06-17 07:42:02,0
Rachel Ramos,David Johnson,1919-03-01,2225844865364315,2304335155057796,76504.28,2022-10-18 03:11:24,0
Susan Peterson,Laura Cooper,1971-09-05,5305746768975111,2710908019404442,65615.88,2022-10-09 16:02:28,0
Ms. Nicole Potter MD,Ronald Fleming,1938-12-04,2238884597389060,2602663341289547,7132.52,2022-06-19 16:45:02,0
Brandon Goodwin,Tracey Macdonald,1925-10-13,5504669376582948,2262448951357540,62203.48,2022-08-02 00:06:36,0
James Higgins,William Carter,1973-06-14,2313728181481148,2657455565067830,17845.57,2022-10-05 21:13:30,0
John Noble,Gregory Santiago,1924-01-10,5162481939055625,2270477923795206,66414.10,2022-08-02 13:17:18,0
Derek Butler,James Mckinney,2002-11-17,2279633145829444,2253979694659199,70480.75,2022-03-14 01:42:39,0
Anthony Johnson,Brittany Wilson,2008-08-15,2720137738393904,2480174582371157,3256.75,2022-07-19 14:10:35,0
Jacob Bradley,Charles Pennington,1972-08-22,2245932472747729,2715386558016924,75206.61,2022-02-12 23:13:08,0
Wayne Cervantes,Kelsey Smith,1979-05-17,2261865189416486,2485816437912628,89293.71,2022-07-23 23:32:18,0
Joshua Juarez,Jacqueline Walters,1981-06-18,2222939698767172,2720817294738689,12177.11,2022-05-05 10:27:08,0
Thomas Thornton,Latasha Burns,1944-02-20,2540738072850868,2235585838591835,49410.91,2022-01-03 03:11:41,0
Michael Abbott,Amber Fuller,1934-11-20,2345398823745342,2720411656583717,75451.45,2022-03-13 19:06:00,0
Amy Keith,Andrew Weiss,1934-07-31,2273542245544140,2495913665373124,69006.03,2022-07-05 02:26:26,0
Joshua Soto,Valerie Martinez,2016-08-22,2420293772726112,2705249128301535,2590.68,2022-02-14 12:45:49,0
Todd Stephenson,Mark Martinez,1931-01-31,2232246658110536,5406803992365243,97342.15,2022-06-04 19:25:12,0
Katherine Morales,Kimberly White,1968-06-23,2244833921952970,2547846962064327,30128.34,2022-01-07 04:40:20,0
Brian Terry,Katherine Turner,2003-07-06,5553694008766602,2253427920751729,83222.64,2022-06-18 19:42:18,0
April Smith,Robin White,1922-10-27,2486332670345756,2262594638627258,31340.25,2022-08-25 10:17:18,0
Ana Hayden,Deanna Osborn,1950-11-11,2229729202830332,2479044196553479,91214.63,2022-08-10 05:46:22,0
Ashley Hall,Christopher Hawkins,1982-07-28,2702517866440506,2221491302108915,71783.41,2022-09-10 03:30:33,0
William Martinez,James Everett,1917-05-28,2259795536190043,2720576086210030,16689.38,2022-10-29 20:53:36,0
Traci Mann,Jamie Carpenter,1974-12-31,2623429680294711,5413860477415993,28423.90,2022-02-25 17:13:08,0
Bridget Glass DVM,Courtney Marks,1920-02-11,2594706218457703,2625488928778594,79668.60,2022-10-12 07:23:48,0
Philip Green,Marilyn Stewart,2009-01-05,2284272812929915,2690643131473405,79991.27,2022-07-30 00:43:19,0
Daniel Hicks,Jonathan Parks,1907-06-08,2302331840357628,2273754339327874,90559.30,2022-04-21 18:00:47,0
Nicholas Phelps,Patrick Cole,1933-02-13,2713956897317167,2584974115394609,28626.38,2022-10-16 16:48:46,0
Larry Jennings,Anthony Johnson,2006-08-07,2251947025823133,2265042841951682,73525.76,2022-08-11 13:35:06,0
Robert David,Debra Anderson,1917-01-02,2241679015170661,2708199465318005,2672.77,2022-03-31 04:20:58,0
Marcus Campos,Keith Foster,1953-11-28,2719199618576050,2257490016607003,85255.62,2022-06-20 17:15:27,0
David Smith,Amber Hanson,1988-03-23,2720653460788731,2702366078536788,58293.01,2022-01-23 06:53:06,0
Jose Howe,David Johnston,1984-05-23,5432589135158813,2554153737257470,44827.05,2022-02-01 19:41:53,0
Jamie Miller,Mary Hunter,1963-05-08,2221784526014640,5224629113800911,73704.71,2022-02-10 14:53:31,0
Andrew Edwards,William Boone,1938-08-26,5465061911723186,5535316454027254,67619.05,2022-01-14 07:54:12,0
Heather Ward,Charles Pacheco,1972-06-12,2264077311451558,2720482901876651,30637.92,2022-01-31 02:43:23,0
Victor Serrano,Dakota Pope,2010-05-31,5337985921112756,2592899065119112,15754.21,2022-03-18 07:30:39,0
John Brown,Cristina Smith,1910-10-24,2711055576489082,2720767725423106,75446.84,2022-05-03 09:09:28,0
Brian Giles,Robert Flores,2010-03-06,2292060157129740,2228038429406889,79099.78,2022-03-27 12:12:40,0
Anthony Serrano,Jacob Dickerson,1957-05-17,5125821079330575,5450700102428215,75699.87,2022-05-24 02:35:47,0
Scott Walker,Jamie Marquez,2016-04-24,5534536734742411,5467440545141833,44919.91,2022-06-15 16:25:57,0
Karen Nguyen,Rebecca Richardson,1963-12-02,2278930607627337,2357714633296166,60237.45,2022-07-08 21:59:00,0
David Boyle,Sara Smith,1931-06-23,2227867698001562,5402690262327183,1039.37,2022-01-04 11:42:52,0
Stacey Wright,James Mason,1977-08-19,2226310103823727,2293181597626415,21987.48,2022-03-10 15:04:33,0
Jesse Brooks,Craig Holland,1910-09-24,2249039086798340,2686888844002415,11523.40,2022-01-08 19:34:53,0
Jason Smith,Joshua Boyd,2019-01-12,2294241539623539,2454479306496855,3542.70,2022-04-11 18:04:55,0
Anthony Fernandez,David Williams,1943-11-13,2299221493517187,5314481992947442,46220.89,2022-03-31 19:20:44,0
Alyssa Allen,Tyler Richardson,1979-06-18,2296522754915710,2269078632717227,54647.97,2022-02-11 16:35:18,0
Johnny Ewing,Kathleen Clark,1931-02-16,2235313209680875,2233574911706066,1048.04,2022-05-30 04:59:24,0
Veronica Rowland,Bradley Brooks,1928-01-28,2290091816108777,5299409850031685,33697.68,2022-05-19 20:59:23,0
Maria Ferguson,Tracey Mckinney,1942-04-21,5425171487315496,5169835639665673,32829.62,2022-11-09 01:42:14,0
Diane Werner DVM,Michelle Miller,1980-07-11,5372085008135477,2251850700109135,93896.36,2022-07-09 01:01:50,0
Jennifer Hoffman,Julian Collins,1910-03-15,5571692894614280,2715444735472229,13799.11,2022-05-20 16:30:06,0
Paul Grant,Jamie Hess,2012-04-30,5161658395813719,5363192756108036,51913.75,2022-05-18 14:04:48,0
Ryan Carr,Meghan White,1957-02-22,2254501324476734,2265657019835142,89241.11,2022-07-19 13:58:20,0
Cheryl Gordon,Ronald Reyes,1908-03-31,2720325342689581,5397028311736657,27706.02,2022-09-30 12:36:06,0
Natalie Smith,Greg Evans,1999-07-18,2718581139238800,2409078253735582,80426.17,2022-07-11 06:57:48,0
Brianna Turner,Lisa Sanchez,1936-09-22,2334383299503949,5493913911535372,77939.22,2022-10-10 11:02:40,0
Ashley Daniel,Mary Chapman,1911-08-08,2293174620880893,2293804524187934,71102.37,2022-07-16 14:05:38,0
Ronald Navarro,James Heath,1949-10-12,5356226098050941,2236070744141081,61062.17,2022-04-07 13:41:21,0
William Willis,Megan Anderson,1932-07-22,2603105148722675,5234237398099288,82838.23,2022-03-22 12:37:22,0
Cristina Johnson,Mark Small,2019-02-05,2711812932168051,2405732218218944,50459.39,2022-07-11 23:42:32,0
Kenneth Bennett,Kimberly Baker,1990-01-26,2720138323702897,2290321322767950,32429.93,2022-03-12 15:24:54,0
Brandon Patel,Jerome Robinson,1958-04-09,2262027851810996,2264762331470890,26106.95,2022-07-13 06:34:40,0
Scott Bowen,Matthew Perez,1980-11-01,2235937061474264,2621981318698301,9115.70,2022-02-28 19:50:34,0
Charles Leonard,Tara Horne,1931-12-06,5139268720939897,2702064557010116,71286.04,2022-08-02 13:13:37,0
Alexander Ayala,Valerie Campbell,1947-02-19,2245045124189180,5196353346888270,29238.00,2022-11-17 13:57:33,0
Holly Mullins,Laura Collins,2019-11-25,2584158987177124,2720742019433228,49265.42,2022-05-09 06:48:07,0
Teresa Marshall,William Camacho,1997-01-26,5585854282906272,2481048875654264,51784.87,2022-04-23 17:28:03,0
Carl Bridges,Keith Rogers,1913-03-29,2243628025763864,5558482269727264,98410.41,2022-03-22 22:13:09,0
Keith Schwartz,Matthew Randall Jr.,2010-01-23,2226947961026768,2652599379975087,75524.91,2022-11-21 08:40:09,0
David Miller,Lisa Wells,1948-01-02,2515234597846657,5433447982154709,59922.00,2022-07-12 06:53:58,0
Robert Nelson,Michael Olsen,1985-08-30,2261619285311608,2343639507161955,55481.32,2022-03-31 19:33:21,0
Martin Lee,Victoria White,1987-10-19,2713701111733769,2263754868275959,86245.56,2022-10-06 04:26:58,0
Allen Powell,Christine Perry,1986-06-21,2242756345903786,2256113762715074,59753.86,2022-06-20 18:36:20,0
Rachel Smith,Traci Gardner,1973-01-13,2712573985434357,2362886307409300,63235.32,2022-01-21 18:54:14,0
Nicole Lam,Mary Hughes,2011-07-14,2643727472089611,2274648999953467,28003.79,2022-05-11 18:44:44,0
Sarah Bradshaw,Bobby Harrison,2016-06-25,5292360275065419,2454955871256063,20157.02,2022-11-20 17:16:42,0
Jessica Davis,Jennifer Lewis,1936-11-15,2690503136207507,2567320005126159,17337.35,2022-09-16 18:45:30,0
David Huber,Amanda Mccann,1996-09-09,2268461658227621,2256842522225442,26349.19,2022-01-29 10:04:28,0
Jared Rose,Charles Wiley,1940-09-03,2221450666943127,5406227489788925,85059.36,2022-09-07 19:02:49,0
Brandon Horn,Douglas Bates,1987-12-17,2253072775391054,2261974360282855,76843.38,2022-05-13 08:42:47,0
John Krueger,Courtney Parker,1937-04-28,2720413615976388,2304439659698970,79849.88,2022-04-10 08:51:55,0
Cheryl Small,Wendy Frazier,1931-09-19,5507897436849133,2525427289816461,83239.07,2022-03-11 09:37:05,0
Kristine Burke,Kimberly Sanchez,1926-07-10,2345001158273100,2229961485836633,98563.71,2022-09-29 00:26:30,0
Jo Ortega,Jennifer Guerra,1957-07-14,2289758409181741,5275750960136726,37433.79,2022-06-29 01:13:31,0
Ronald Tate,James Booker,1912-08-24,5382770221139095,2631284373676777,84219.07,2022-06-07 04:36:59,0
Sherry Collins,Dennis Evans,1937-04-28,2373776000355214,2563648801029035,34095.64,2022-06-11 08:49:37,0
Preston Mccall,Jennifer Evans,1917-01-05,2251002748263256,2269759831925659,36715.88,2022-01-27 23:28:34,0
Cody Cummings,Natasha Waller,1930-07-03,2720131343463681,2234705736446640,76738.50,2022-03-28 10:48:19,0
Andres Smith,Craig Simpson,1984-12-23,5434524659399392,2253723359248421,45521.21,2022-09-28 23:49:14,0
John Glass Jr.,John Peterson,1980-05-13,2591166302223995,2615363370335510,67399.36,2022-02-08 09:37:49,0
Natalie Gonzalez,Adrian Phillips,1918-12-07,2702163069033317,5393842791465403,21239.59,2022-10-03 06:05:27,0
Ruben Lewis,Andrew Mueller,1978-06-05,2225672217373712,2281551993992914,7043.70,2022-11-21 07:26:00,0
James King,Jason Robertson,1940-01-06,2284620187527526,2288188275661462,80382.53,2022-04-16 18:55:02,0
Michelle Knox,Matthew Arnold DDS,1929-11-16,2240184437794769,2298442100812677,10803.95,2022-07-26 16:51:51,0
Kathleen Neal,Thomas Davis,1954-03-23,2720008850307065,2615735333636730,59654.04,2022-11-03 15:14:09,0
James Rivera,Manuel Allen,1984-03-14,2448616546689893,2704758527857864,86706.15,2022-04-08 10:27:45,0
Katherine Smith,Rachel White,1912-05-01,2292186211012547,2248027443775003,77413.30,2022-08-30 20:12:46,0
Amanda Wright,Lance Tyler,1947-11-24,2274444863300534,2248214018662556,98838.09,2022-08-05 12:32:16,0
Lisa Rice,Abigail Best,2013-09-07,2226646562482350,2709757131069176,43650.59,2022-01-14 04:17:01,0
Jessica Palmer,Alyssa Morris,1925-05-08,5546047544178792,5493909086383051,2440.20,2022-08-07 09:05:15,0
Kyle Foster,George Kelly,1973-05-01,5226341282184600,2273333778204058,72622.49,2022-06-06 08:09:33,0
Yolanda Rollins,Shannon Clark,2018-10-22,5191140269234516,2701581390007943,83970.30,2022-01-02 07:55:57,0
Todd Esparza,Howard Velazquez,1915-04-14,2254025198010031,2288943681732038,91009.42,2022-10-26 12:22:53,0
Brian Clements,Kevin Wright,1999-06-02,2282335885269808,5353955862132823,15569.70,2022-08-05 18:59:14,0
Luis Duran,Ashley Snyder,1965-06-11,2248259163296130,2433872136806036,80899.09,2022-02-24 21:22:55,0
Johnathan Lindsey,Joshua Chambers,2011-05-30,5379212251884808,2720512141053909,59294.22,2022-09-15 02:59:51,0
Evan Wilkerson,Mr. Douglas Ayala,1952-07-03,2289300853315887,2278864245934104,35509.29,2022-07-06 16:24:10,0
Kayla Palmer,Brenda Mercer,1935-02-10,2274647800983523,2710204813907164,56755.25,2022-09-25 16:40:43,0
Rodney Lawrence,Paul Carpenter,1927-04-25,2236773393402486,2720965208436195,76928.61,2022-02-21 18:15:28,1
Tyler Wells,Julie Reynolds,2008-08-27,2610745929483285,2364706645834795,91864.74,2022-10-19 17:40:45,0
Sean Garza,Jacqueline Mccann,1907-06-04,2253106065469723,2222393433555247,74991.58,2022-09-23 15:01:12,0
Stacy Castro,James Nelson,1964-01-06,2238201751046966,2564438020503500,70999.04,2022-10-31 00:19:32,0
Andrew Neal,Heather Anderson,1987-12-01,5420092037239793,2281418236423430,57898.08,2022-05-09 10:16:42,0
Alec Coleman,David Graves,2016-07-28,2245367137069856,2661485466901591,89205.98,2022-02-25 09:07:28,0
Jasmine Sharp,Jillian Jones,1969-06-09,2710113959575430,5155786336793365,79932.84,2022-04-22 18:21:55,0
Valerie Hancock,Patrick Holloway,1916-01-30,2231369950681193,2549651727698452,76505.05,2022-01-16 19:28:02,0
Jaime Cook,Mariah Campbell,1923-10-11,2295665595437443,5148303058713132,83495.63,2022-10-30 07:50:14,0
Trevor Gray,Rebecca Navarro,1932-03-21,2460101360816313,2665628671148872,20949.02,2022-07-26 07:19:04,0
Darrell Tucker,Molly Cortez,1909-05-17,5160686721197086,5277408929341501,63529.93,2022-09-18 02:29:01,0
Shannon Powell,Mr. Derek Little II,1986-05-01,2597441166290032,5414306593817380,48567.50,2022-07-22 16:34:47,0
Andrew Irwin,Angela Torres,1945-08-03,2677932787450602,2711298594292811,3451.61,2022-09-15 06:14:31,0
Patrick Gallagher,Heather Stafford,1966-07-24,2720246978366841,2274677674469192,58732.43,2022-01-27 21:33:20,0
Kelli Farrell,Todd Rodriguez,1941-12-07,2228931167390721,2350621161649749,25120.81,2022-01-26 07:00:33,0
Michele Miller,Connor Watson,2005-08-12,2720613783716272,5238179401274985,39796.43,2022-03-03 02:16:38,0
Shannon Fleming,Christopher Jordan,1961-02-10,5211014866803476,2243409687154308,89218.26,2022-09-30 02:03:19,0
Michael Jennings,Charles Zuniga,1988-02-23,2234475043714185,5100679684425779,42255.69,2022-03-06 23:31:11,0
Kenneth Zimmerman,Joseph Walker,1949-08-17,2492570302421949,5237958286392850,9569.41,2022-10-09 20:54:58,0
Laura Charles,Michelle Moore MD,1998-12-30,2426813991563436,2252280104577621,1475.20,2022-05-03 17:54:58,0
Monique Cowan,Craig Rodriguez,1920-01-06,2701869249236270,5409909021134083,95388.12,2022-01-18 11:59:36,0
Adam Clark,Kevin Snow,1929-04-08,2717150780788371,5331230379605290,14485.39,2022-06-02 11:28:06,0
Hannah Cowan,Erika Johnston,1975-08-12,2298132843764224,5315720603025588,53936.34,2022-01-14 06:59:43,0
Nicole Morgan,Stephanie Beard,1942-09-03,2379592898370544,5131484922709552,8314.75,2022-09-22 15:11:11,0
Miss Jacqueline Hernandez,Margaret Walton,1954-03-18,2273471862743738,2670646744413597,89285.58,2022-10-12 02:59:18,0
Benjamin Hutchinson,Linda Moore,1998-01-08,2295701100916504,5492611927056422,53909.43,2022-01-24 20:06:39,0
Mrs. Julie Cooper,Carrie Thomas,1940-12-11,5134158150679953,2354849818277632,61701.56,2022-05-04 14:05:23,0
Stephanie Holloway,Steven Soto,1927-12-07,5466957927045804,5521074525581363,87344.11,2022-01-30 10:44:49,0
Beverly Richardson,Brian Morris,1922-05-21,5437193669868429,5365836444011865,61805.61,2022-09-07 14:02:24,0
Brandon Walters,Rita Wright,1985-01-29,2232340203662438,2265365545428347,41014.47,2022-11-11 23:16:48,0
Maria Flores,Sara Harris,2017-08-04,5110526977689801,2713389179010849,53870.10,2022-04-29 18:47:07,0
Danielle Burke,Russell Martinez,2003-06-11,2231177456085250,2641763636852935,79754.25,2022-01-25 18:55:42,0
Geoffrey Walter,Bobby Lawrence,1910-01-15,2267034944378838,2266606626996325,11277.76,2022-02-13 21:46:31,0
Tiffany Knox,Heather Parks,1941-09-12,2283916630111657,2384759794642770,18928.13,2022-03-23 08:03:05,0
David Maldonado,Dawn Rodriguez,1968-09-06,2662196625531216,5281923210610053,75443.16,2022-06-18 20:51:26,0
Zachary Dickerson DVM,Matthew Harvey,1983-12-11,2246656644004565,2720865820889773,3582.04,2022-04-20 14:20:26,0
